Na2O,MgO,Al2O3,SiO2,P2O5,SO3,Cl,K2O,CaO,TiO2,Cr2O3,MnO,FeO,Ni,Zn,Br,Filename,Sol
2.67,7.7,8.1,44.6,0.93,9.47,1.21,0.47,6.84,0.96,0.42,0.3,16.21,0.037,0.0199,0.0068,apb_515323823rwp13270540746_______p1.csv,1327
2.57,6.28,6.95,48.62,0.98,8.03,1.07,0.44,6.3,1.02,0.48,0.34,16.79,0.0384,0.0247,0.01,apb_515321623rwp13270540746_______p1.csv,1327
2.67,7.45,8.02,45.76,0.94,7.83,1.25,0.44,6.37,1,0.45,0.32,17.39,0.035,0.0227,0.0082,apb_515342184rwp13280540746_______p1.csv,1328
2.83,9.14,9.03,43.49,0.91,5.04,1.24,0.4,6.35,0.93,0.37,0.4,19.72,0.0437,0.0271,0.014,apb_515589677rwp13300540938_______p1.csv,1330
2.8,9.07,9.03,42.84,0.92,5.28,1.16,0.41,6.4,0.87,0.38,0.38,20.33,0.0484,0.0292,0.0143,apb_515612552rwp13310540938_______p1.csv,1331
2.92,9.96,9.49,44.67,0.78,0.65,0.63,0.33,6.54,0.95,0.38,0.41,22.13,0.0461,0.0329,0.0141,apb_516238368rwp13380540938_______p1.csv,1338
3.21,8.6,10.62,47.31,0.72,1.04,0.61,0.43,6.63,0.92,0.33,0.38,19.04,0.0416,0.035,0.0116,apb_516413751rwp13400540938_______p1.csv,1340
2.99,8.49,9.43,44.1,0.98,5.59,1.25,0.45,6.57,0.91,0.34,0.37,18.39,0.0399,0.0315,0.0147,apb_516562841rwp13410540938_______p1.csv,1341
2.64,9.23,11.78,43.44,0.87,3.94,1.9,0.41,4.98,0.81,0.49,0.32,19.04,0.059,0.0309,0.0273,apb_516588830rwp13420540938_______p1.csv,1342
2.95,7.68,13.29,44.68,0.86,5.2,1.94,0.42,6.34,0.86,0.51,0.29,14.8,0.0413,0.0247,0.0722,apb_517186960rwp13480541490_______p1.csv,1348
2.79,8.74,8.75,43.79,0.95,4.96,1.1,0.36,6.84,0.96,0.35,0.39,19.84,0.0479,0.0359,0.0381,apb_517210922rwp13490541490_______p1.csv,1349
2.73,8.85,8.86,43.61,0.87,5.39,1.09,0.42,6.69,0.97,0.4,0.38,19.55,0.0521,0.0311,0.0157,apb_517453562rwp13510541610_______p1.csv,1351
2.99,5.33,7.47,50.1,1.85,7.07,2.36,0.51,5.34,0.93,0.35,0.18,15.42,0.0226,0.0156,0.0228,apb_517483521rwp13520541610_______p1.csv,1352
2.42,7.28,8.69,44.77,0.9,7.37,1.3,0.81,5.36,1.06,0.3,0.28,19.19,0.0889,0.1075,0.0115,apb_517799765rwp13550542202_______p1.csv,1355
2.71,5.25,10.1,51.96,0.57,4.22,0.82,1.02,3.78,1.03,0.3,0.24,17.74,0.071,0.0849,0.0088,apb_517822857rwp13550542202_______p1.csv,1355
2.6,5.76,9.72,53.01,0.53,4.79,0.57,0.91,4.2,1.05,0.35,0.23,16.03,0.0571,0.1008,0.0228,apb_518068216rwp13580542280_______p1.csv,1358
3.08,8.97,9.64,45.1,0.75,0.96,0.5,0.37,6.36,0.94,0.41,0.39,22.39,0.0494,0.0321,0.0106,apb_518178635rwp13590542280_______p1.csv,1359
2.5,5.71,9.65,52.95,0.53,4.76,0.57,0.87,4.34,1.07,0.34,0.23,16.17,0.0652,0.1096,0.0235,apb_518099493rwp13590542280_______p1.csv,1359
2.52,4.84,9.37,52.87,0.5,3.54,0.35,0.85,4.03,1.09,0.34,0.28,19.17,0.0726,0.1168,0.0017,apb_518631778rwp13650542280_______p1.csv,1365
2.6,5.57,9.59,52.45,0.59,5.48,0.57,0.86,4.62,1.05,0.33,0.26,15.77,0.0622,0.1034,0.0251,apb_518795145rwp13660542280_______p1.csv,1366
2.59,4.9,9.4,51.82,0.52,4.36,0.35,0.87,4.55,1.05,0.32,0.22,18.74,0.0773,0.1081,0.0024,apb_518980903rwp13690542280_______p1.csv,1369
2.85,7.66,9.04,43.4,1.07,9.71,2.16,0.76,4.53,0.93,0.27,0.19,17.21,0.0771,0.0638,0.0134,apb_519601966rwp13760543036_______p1.csv,1376
2.84,7.58,8.88,43.71,1.07,9.47,2.17,0.76,4.48,0.94,0.26,0.18,17.31,0.0818,0.0671,0.015,apb_519640568rwp13760543036_______p1.csv,1376
2.45,8.35,8.78,45.3,0.64,9.01,1.14,0.73,5.79,0.86,0.3,0.21,16.06,0.1029,0.0634,0.0197,apb_520029388rwp13800550310_______p1.csv,1380
2.35,8.65,9.15,47.64,0.61,6.8,1.09,0.79,4.59,1,0.29,0.25,16.5,0.1046,0.0701,0.0181,apb_520045772rwp13810550310_______p1.csv,1381
2.65,7.35,9.23,44.26,0.98,7.89,1.44,0.67,5.4,0.91,0.31,0.14,18.27,0.0813,0.0793,0.0064,apb_520528890rwp13860551312_______p1.csv,1386
2.51,6.1,9.24,48.09,1.06,6.43,1.54,0.77,4.09,1.04,0.31,0.12,18.42,0.1237,0.0749,0.0154,apb_522081961rwp14030552444_______p1.csv,1403
2.25,5.51,8.94,45.82,1.02,7.97,1.39,1.17,4.49,1.27,0.45,0.2,19.22,0.0759,0.0841,0.0344,apb_522215288rwp14050552444_______p1.csv,1405
3.92,4.55,9.22,54.08,0.71,4.3,1.02,2.61,3.83,0.86,0.08,0.22,14.37,0.012,0.0184,0.0208,apb_522440458rwp14070560000_______p1.csv,1407
3,7.09,9.35,42.34,1.03,9.5,1.3,0.51,9.18,0.9,0.26,0.29,15.12,0.0294,0.0334,0.0274,apb_522602580rwp14090560000_______p1.csv,1409
3.14,7.72,10.38,46.18,1.09,3.23,1.31,0.49,7.04,1.05,0.26,0.39,17.56,0.0227,0.0431,0.0245,apb_522600752rwp14090560000_______p1.csv,1409
3.2,7.27,10.42,47.22,1.18,3.22,1.11,0.61,6.55,1.22,0.28,0.35,17.22,0.0239,0.0605,0.024,apb_522598925rwp14090560000_______p1.csv,1409
3.21,7.26,9.5,47.99,1.23,4.22,1.33,0.62,6.83,0.97,0.25,0.33,16.14,0.0209,0.0437,0.0209,apb_522604410rwp14090560000_______p1.csv,1409
4.52,2.64,9.34,59.25,0.57,2.87,0.71,3.17,2.96,0.82,0.03,0.21,12.69,0.0056,0.0169,0.0033,apb_522626532rwp14100560000_______p1.csv,1410
2.45,6.06,8.7,46.17,0.8,7.48,1.37,0.82,4.56,1.01,0.32,0.12,19.84,0.1058,0.0978,0.0252,apb_523227224rwp14160561122_______p1.csv,1416
2.16,5.52,8.08,45.17,1.36,9.4,1.45,0.81,5.38,0.97,0.27,0.08,19.04,0.0878,0.0888,0.0612,apb_523413948rwp14180561236_______p1.csv,1418
2.15,5.55,8.2,45.89,1.21,8.32,1.54,0.88,4.76,1.05,0.28,0.09,19.68,0.0849,0.0954,0.0703,apb_523397473rwp14180561236_______p1.csv,1418
2.59,5.08,9,48.65,0.61,5.58,0.56,0.81,5.07,1.04,0.32,0.16,20.25,0.0851,0.0986,0.0114,apb_523504288rwp14190561236_______p1.csv,1419
2.11,4.58,8.49,45.99,1.05,6.78,0.48,0.83,5.27,1.07,0.33,0.09,22.53,0.1083,0.1084,0.0259,apb_524136016rwp14270561236_______p1.csv,1427
2.37,5.63,8.87,46.14,0.89,8.46,1.59,0.8,4.43,1.02,0.32,0.18,18.92,0.0935,0.1071,0.0636,apb_525024781rwp14370570462_______p1.csv,1437
2.02,5.22,8.13,44.37,0.98,10.97,0.83,0.76,6.58,1,0.28,0.13,18.5,0.0805,0.0701,0.0069,apb_525711448rwp14440571020_______p1.csv,1444
2.18,5.72,8.76,48.61,1.12,4.85,1.02,0.79,3.93,1.09,0.32,0.15,21.12,0.1013,0.0831,0.0839,apb_525734255rwp14450571020_______p1.csv,1445
2.32,5.3,8.68,47.12,1.12,7.28,1,0.72,5.51,1.04,0.29,0.18,19.16,0.1066,0.0834,0.021,apb_526861713rwp14570572798_______p1.csv,1457
2.51,4.91,8.85,48.48,1.14,5.9,1.25,0.77,4.97,1.07,0.3,0.22,19.33,0.1089,0.0849,0.024,apb_526878097rwp14570572798_______p1.csv,1457
2.26,4.63,8.57,45.71,0.85,7.72,0.92,0.79,6.01,1.08,0.33,0.19,20.66,0.0948,0.0889,0.0224,apb_527059961rwp14600572798_______p1.csv,1460
2.19,4.1,8.48,44.81,1.1,9.3,1.01,0.77,7.48,1.05,0.29,0.22,18.93,0.0999,0.0826,0.0042,apb_527686815rwp14670572798_______p1.csv,1467
2.13,7.49,8.47,46.8,0.86,10.36,1.56,0.72,3.47,0.9,0.33,0.15,16.24,0.0975,0.0779,0.0967,apb_528373920rwp14740580774_______p1.csv,1474
2.15,7.51,8.47,46.35,0.88,10.45,1.63,0.73,3.73,1.03,0.3,0.17,16.24,0.1,0.0781,0.0874,apb_528390508rwp14750580774_______p1.csv,1475
2.67,6.94,8.83,40.5,2.21,5.4,2.7,0.62,3.67,1.02,0.38,0.2,24.4,0.0714,0.0958,0.1215,apb_528640480rwp14770580912_______p1.csv,1477
2.89,7.47,9.33,40.14,1.73,7.12,2.29,0.49,4.52,1.05,0.35,0.22,22.01,0.0838,0.0974,0.06,apb_528663247rwp14780580912_______p1.csv,1478
2.41,6.74,9.02,45.88,0.66,8.14,0.8,0.74,6.05,0.99,0.37,0.19,17.81,0.0674,0.0533,0.0096,apb_528874114rwp14800581002_______p1.csv,1480
2.26,6.3,7.24,35.79,1.02,12.12,1.43,0.97,4.69,0.77,0.24,0.13,26.81,0.0979,0.0563,0.024,apb_529259452rwp14840581572_______p1.csv,1484
2.62,6.3,9.13,44.91,1.01,9.91,1.92,0.59,6.64,1.12,0.33,0.16,15.03,0.0743,0.0708,0.1059,apb_529280554rwp14850581572_______p1.csv,1485
2.4,5.24,7.86,42.62,0.65,12.83,1.45,0.65,8.61,0.96,0.29,0.15,15.98,0.0848,0.0684,0.0223,apb_529884363rwp14910582046_______p1.csv,1491
2.38,5.22,8.3,44.59,0.64,10.86,1.3,0.7,7.46,1.02,0.31,0.15,16.82,0.0871,0.0742,0.0161,apb_529906312rwp14920582046_______p1.csv,1492
2.53,5.53,8.65,45.3,0.93,7.63,1.33,0.71,6.51,1.07,0.33,0.23,18.98,0.0976,0.0776,0.0362,apb_530084000rwp14940582046_______p1.csv,1494
2.62,6.07,8.98,46,0.93,6.12,1.34,0.63,6.2,0.97,0.44,0.28,19.13,0.0834,0.0634,0.0549,apb_530148385rwp14940582046_______p1.csv,1494
2.58,6.66,9.34,46.48,0.9,4.76,0.93,0.6,6.56,0.96,0.38,0.34,19.32,0.0682,0.037,0.0079,apb_530146132rwp14940582046_______p1.csv,1494
2.68,6.39,9.54,46.89,0.91,5.16,1.01,0.67,6.61,0.97,0.37,0.31,18.3,0.0682,0.0486,0.008,apb_530166732rwp14950582046_______p1.csv,1495
2.26,5.12,8.28,44.99,0.62,11.25,1.14,0.76,7.87,1.01,0.32,0.18,15.95,0.0928,0.0697,0.019,apb_530425697rwp14970582046_______p1.csv,1497
2.01,4.25,8.68,46.17,0.61,9.13,1.06,0.83,7.13,1.1,0.3,0.16,18.3,0.1024,0.0814,0.0104,apb_530350626rwp14970582046_______p1.csv,1497
2.48,6.09,9,49.95,0.93,5.8,1.32,0.77,4.43,1.12,0.34,0.15,17.32,0.078,0.0738,0.0549,apb_531038348rwp15040590000_______p1.csv,1504
2.31,5.2,8.15,44.43,0.68,11.39,1.43,1.92,3.55,0.93,0.27,0.13,19.36,0.0544,0.0532,0.0678,apb_531060659rwp15050590000_______p1.csv,1505
2.38,4.93,8.95,51.04,1.04,3.07,1.17,1.14,2.74,1.1,0.35,0.14,21.52,0.12,0.0815,0.0683,apb_531659312rwp15110591260_______p1.csv,1511
2.04,4.31,8.43,50.03,0.82,5.29,0.98,1.11,3.7,1.14,0.33,0.13,21.29,0.1185,0.0804,0.1144,apb_531686462rwp15120591260_______p1.csv,1512
2.69,8.86,9.7,45.41,0.81,3.04,0.5,0.46,7.17,0.93,0.42,0.39,19.49,0.0548,0.0213,0.0046,apb_532279104rwp15180592242_______p1.csv,1518
2.61,9.11,9.66,45.54,0.79,2.97,0.49,0.48,7.39,0.91,0.49,0.41,19.03,0.0493,0.0209,0.0022,apb_532306021rwp15190592242_______p1.csv,1519
2.06,5.36,6.48,32.36,1.24,22.48,1.63,0.36,13.87,0.76,0.19,0.16,12.91,0.0369,0.0345,0.0198,apb_532735594rwp15230592668_______p1.csv,1523
2.29,6.24,7.38,35.64,0.95,12.61,1.61,1.17,6.07,0.88,0.26,0.18,24.45,0.045,0.057,0.0933,apb_532826476rwp15240592668_______p1.csv,1524
2.35,5.04,9.12,51.21,0.9,5.49,1.41,0.95,2.75,1.11,0.39,0.12,18.89,0.0669,0.0498,0.06,apb_532925560rwp15260592668_______p1.csv,1526
2.2,3.62,9.86,53.06,1.17,2.49,0.83,0.84,2.21,1.11,0.39,0.08,21.91,0.0943,0.0454,0.0102,apb_533436161rwp15310592830_______p1.csv,1531
2.18,3.45,9.94,53.49,1.15,2.16,0.76,0.83,2.08,1.11,0.4,0.08,22.14,0.0933,0.0458,0.0104,apb_533457342rwp15320592830_______p1.csv,1532
2.26,4.76,8.3,43.74,0.67,10.58,1.05,0.72,7.54,1.01,0.35,0.19,18.59,0.0929,0.0648,0.0036,apb_533623108rwp15330592830_______p1.csv,1533
1.2,2.4,2.57,11.94,0.51,44.13,0.58,0.07,31.87,0.12,0.11,0.03,4.43,0.0126,0.0069,0.0028,apb_533979017rwp15370592830_______p1.csv,1537
2.18,3.99,7.87,45.18,1,13.05,0.79,0.98,7.39,0.96,0.31,0.09,15.93,0.046,0.0351,0.0117,apb_535299330rwp15520592830_______p1.csv,1552
2.37,4.62,9.52,52.91,0.93,4.16,0.99,0.95,2.99,1.16,0.41,0.1,18.67,0.0672,0.0511,0.0142,apb_535319178rwp15530592830_______p1.csv,1553
2.86,6.08,9.13,46.44,1.03,5.85,2.97,0.68,3.36,1.06,0.3,0.16,19.66,0.0801,0.0717,0.143,apb_536542544rwp15660593016_______p1.csv,1566
2.62,5.96,9.13,44.8,1,6.29,2.38,0.83,3.75,1.01,0.32,0.18,21.39,0.0749,0.0645,0.1352,apb_536562932rwp15670593016_______p1.csv,1567
2.77,6.32,9.86,47.45,1.03,5.3,2.46,0.75,3.21,1.08,0.4,0.17,18.86,0.0709,0.0673,0.1334,apb_536652384rwp15680593016_______p1.csv,1568
2.72,5.94,8.77,44.47,1.33,6.45,2.66,0.81,3.42,1.06,0.31,0.16,21.5,0.0746,0.0689,0.1323,apb_536808432rwp15690593016_______p1.csv,1569
3.22,5.86,7.54,34.04,0.87,13.34,2.51,2.29,3.95,0.75,0.33,0.2,24.83,0.0477,0.0405,0.0928,apb_536895894rwp15700593016_______p1.csv,1570
2.95,6.34,9.14,44.34,0.99,7.43,2.68,0.84,4.27,0.98,0.41,0.19,19.05,0.066,0.0586,0.1147,apb_536828060rwp15700593016_______p1.csv,1570
2.55,6.26,8.49,42.91,1.19,7.94,2.12,0.82,3.58,0.95,0.27,0.17,22.37,0.077,0.0666,0.1398,apb_536915372rwp15710593016_______p1.csv,1571
2.27,5.64,8.93,48.03,1.38,5.24,1.41,0.88,2.44,1.06,0.3,0.13,22.01,0.1129,0.0676,0.0294,apb_537097347rwp15730600000_______p1.csv,1573
2.34,7.07,8.41,46.31,0.75,9.04,1.17,0.97,2.53,1.01,0.3,0.16,19.64,0.1091,0.0681,0.0115,apb_537396256rwp15760600180_______p1.csv,1576
2.33,5.04,8.9,50.03,0.97,3.26,1.06,0.99,2.8,1.07,0.35,0.16,22.41,0.1104,0.085,0.0262,apb_537484545rwp15770600396_______p1.csv,1577
2.02,5.69,6.49,32.78,4.22,15.35,1.13,0.54,9.17,0.69,0.24,0.22,21.26,0.0434,0.0832,0.0222,apb_537876578rwp15810600888_______p1.csv,1581
2.29,6.61,8.46,46.72,1.14,6.16,1.37,0.88,3.65,1.06,0.32,0.19,20.83,0.0798,0.1509,0.0355,apb_537896486rwp15820600888_______p1.csv,1582
2.36,6.18,8.66,48.64,0.92,4.55,1.97,0.88,3.32,1.14,0.32,0.17,20.48,0.081,0.1864,0.0643,apb_538105283rwp15840601422_______p1.csv,1584
2.46,5.97,8.42,47.52,1.07,5.32,1.59,0.82,3.62,1.09,0.33,0.18,21.15,0.0875,0.1823,0.0703,apb_538321128rwp15860601752_______p1.csv,1586
2.25,6.5,8.69,49.1,0.83,6.46,1.29,0.94,2.42,1.09,0.32,0.16,19.61,0.0991,0.1518,0.0326,apb_538345481rwp15870601752_______p1.csv,1587
2.44,6.11,8.25,45.5,1.1,6.79,2.16,0.74,4.07,1.04,0.26,0.23,20.91,0.0734,0.1739,0.0863,apb_538550059rwp15890602010_______p1.csv,1589
2.69,6.06,8.44,47.49,1.04,4.99,2.56,0.86,3.2,1.06,0.3,0.2,20.66,0.0865,0.1754,0.0791,apb_538551959rwp15890602010_______p1.csv,1589
2.24,5,8.41,47.33,0.9,6.6,1.14,0.8,4.15,1.15,0.34,0.15,21.46,0.0945,0.151,0.0171,apb_538729557rwp15910602256_______p1.csv,1591
2.32,5.35,8.97,49.88,0.95,3.67,0.95,0.84,2.91,1.06,0.33,0.16,22.18,0.0935,0.1537,0.0156,apb_538727718rwp15910602256_______p1.csv,1591
2.67,5.68,8.4,46.69,0.86,6.12,2.46,0.86,3.42,1.04,0.32,0.18,20.83,0.089,0.1912,0.0582,apb_538940723rwp15930602346_______p1.csv,1593
2.59,5.97,8.75,47.72,0.81,5.46,2.13,0.84,3.36,1.1,0.31,0.19,20.38,0.0878,0.192,0.0517,apb_538961896rwp15940602346_______p1.csv,1594
2.44,5.88,9.34,49.35,0.98,4.09,1.41,0.96,2.6,1.11,0.36,0.16,20.89,0.0861,0.174,0.0207,apb_539172200rwp15960602574_______p1.csv,1596
2.92,5.33,9,48.06,1.27,3.73,1.65,1,3.28,1.04,0.39,0.2,21.68,0.0775,0.1214,0.0787,apb_539349423rwp15980602730_______p1.csv,1598
2.55,5.71,8.31,46.24,1.46,6.64,1.9,0.82,4.32,1.05,0.3,0.19,20.15,0.0793,0.1214,0.0791,apb_539562289rwp16000602928_______p1.csv,1600
2.92,8.15,8.71,44.97,0.85,3.06,0.69,2.01,6.11,1.04,0.4,0.41,20.43,0.0368,0.1312,0.0134,apb_539581239rwp16010602928_______p1.csv,1601
2.32,9.28,9.09,44.26,0.74,3.1,0.47,0.39,7.35,1.06,0.64,0.44,20.73,0.0418,0.0228,0.0019,apb_539735818rwp16020603162_______p1.csv,1602
2.44,10.97,8.57,43.93,0.74,2.61,0.44,0.37,6.94,0.88,0.45,0.43,21.11,0.0706,0.0175,0.0035,apb_539830345rwp16030603162_______p1.csv,1603
2.53,9.76,9.1,44.09,0.77,2.96,0.45,0.41,7.25,1.02,0.66,0.44,20.46,0.0457,0.0228,0.0024,apb_539758337rwp16030603162_______p1.csv,1603
2.33,7.27,8.74,47.96,0.87,5.47,1.36,0.78,3.42,1.07,0.34,0.17,19.87,0.085,0.1674,0.027,apb_540093058rwp16060610156_______p1.csv,1606
2.31,7.81,10.02,42.24,0.74,4.73,0.74,0.16,9.89,0.76,0.38,0.44,19.7,0.013,0.0097,0.005,apb_540117478rwp16070610156_______p1.csv,1607
2.61,9.36,9.08,46.11,0.77,2.63,1.32,0.29,6.44,0.88,0.5,0.37,19.43,0.0351,0.0455,0.02,apb_540359657rwp16090610252_______p1.csv,1609
2.31,6.25,8.86,49.73,1.28,3.7,1.35,0.86,3.1,1.12,0.32,0.15,20.59,0.0824,0.1582,0.0369,apb_540378129rwp16100610252_______p1.csv,1610
2.44,5.27,7.88,43.06,0.95,11.27,1.36,0.86,6.89,1.02,0.28,0.13,18.32,0.0787,0.1045,0.0134,apb_540805583rwp16140610924_______p1.csv,1614
2.19,5.22,7.97,43.25,1.22,10.96,1.05,0.82,7.15,1.01,0.27,0.17,18.46,0.0743,0.1021,0.0092,apb_540801030rwp16140610924_______p1.csv,1614
2.16,5.54,7.98,43.71,1.04,10.69,1.11,0.9,6.16,1,0.3,0.15,18.99,0.0771,0.113,0.0113,apb_540808007rwp16140610924_______p1.csv,1614
2.25,5.8,8.18,42.59,1.03,10.93,0.86,0.72,8,0.93,0.34,0.2,17.95,0.0646,0.0855,0.0072,apb_540825743rwp16150610924_______p1.csv,1615
2.41,9.73,8.67,43.35,0.75,3.02,0.49,0.39,7.18,1.13,0.79,0.45,21.52,0.0435,0.0213,0.0019,apb_541158628rwp16180611140_______p1.csv,1618
2.43,9.75,8.91,43.97,0.77,2.99,0.47,0.39,7.28,1.02,0.63,0.45,20.82,0.0431,0.0211,0.002,apb_541186359rwp16190611140_______p1.csv,1619
2.24,4.71,9,51.35,0.93,3.14,0.75,0.98,2.64,1.2,0.35,0.17,22.07,0.1209,0.1259,0.007,apb_542190030rwp16300611332_______p1.csv,1630
2.51,5.77,7.91,42.27,1.94,5.52,2.15,0.7,3.58,1.01,0.27,0.39,25.6,0.0824,0.1893,0.0244,apb_542367372rwp16320611650_______p1.csv,1632
2.31,6.01,8.26,46.43,0.95,6.9,1.8,0.79,3.75,1.04,0.28,0.18,20.96,0.0728,0.1698,0.0252,apb_542583935rwp16340611908_______p1.csv,1634
2.36,6.09,8.44,47.42,1.05,4.82,1.79,0.77,2.76,0.97,0.28,0.2,22.56,0.0755,0.1776,0.0328,apb_542577733rwp16340611908_______p1.csv,1634
2.4,6.15,8.32,45.37,1.07,7.41,1.8,0.74,4.53,1.02,0.31,0.21,20.32,0.0705,0.1556,0.0303,apb_542603822rwp16350611908_______p1.csv,1635
2.53,9.71,8.85,43.49,0.75,3.09,0.46,0.38,7.11,1.08,0.71,0.43,21.3,0.0454,0.0244,0.0021,apb_542846888rwp16370612232_______p1.csv,1637
2.24,5.55,6.65,35.78,1.98,17.02,1.39,0.53,11.27,0.84,0.28,0.29,15.92,0.0443,0.0999,0.0558,apb_542933444rwp16380612232_______p1.csv,1638
2.18,12.27,7.63,42.43,0.69,2.58,0.41,0.31,6.64,0.96,0.51,0.47,22.79,0.0691,0.018,0.003,apb_542866337rwp16380612232_______p1.csv,1638
2.65,9.42,9.57,44.8,0.76,2.97,0.48,0.43,7.33,0.88,0.49,0.42,19.68,0.0461,0.0207,0.0023,apb_542954077rwp16390612232_______p1.csv,1639
2.41,6.4,9.39,51.09,0.71,4.28,1.08,0.8,2.76,1.12,0.32,0.16,19.16,0.084,0.1398,0.0213,apb_543115001rwp16400612472_______p1.csv,1640
2.22,6.4,9.08,50.41,0.71,4.85,1.3,0.8,2.73,1.03,0.34,0.14,19.41,0.0883,0.1446,0.026,apb_543136217rwp16410612472_______p1.csv,1641
2.39,6.45,8.62,48.75,0.97,4.49,1.46,0.83,2.92,1.05,0.33,0.18,21.2,0.0909,0.1394,0.0507,apb_543489229rwp16450613076_______p1.csv,1645
2.53,9.93,9.26,44.45,0.73,2.82,0.45,0.4,7.24,0.91,0.52,0.42,20.21,0.0542,0.0188,0.0023,apb_544009075rwp16500620108_______p1.csv,1650
2.42,9.72,8.89,43.38,0.77,3.12,0.47,0.38,7.03,1.05,0.73,0.47,21.45,0.05,0.0228,0.0023,apb_544765826rwp16590620108_______p1.csv,1659
2.05,5.97,7.29,39.43,1,5.23,0.94,0.54,2.79,0.87,0.21,0.28,33.11,0.0892,0.1061,0.0081,apb_544973379rwp16610620444_______p1.csv,1661
2.41,6.34,8.92,48.85,1.17,4.68,1.01,0.78,2.82,1.03,0.3,0.33,21.05,0.0955,0.1332,0.0059,apb_544980150rwp16610620444_______p1.csv,1661
2.49,6.02,9.13,50.64,1.06,3.22,1.22,0.85,2.85,1.14,0.37,0.24,20.45,0.1041,0.137,0.008,apb_544998622rwp16620620444_______p1.csv,1662
2.63,6.95,6.79,33.07,1.1,4.15,1.8,0.47,3.13,0.82,0.26,0.39,38.14,0.055,0.1391,0.0479,apb_545593135rwp16680620786_______p1.csv,1668
2.31,7.93,7.89,44.37,1.8,4.67,1.53,0.68,2.4,0.91,0.28,0.49,24.14,0.083,0.2482,0.0838,apb_545598541rwp16680620786_______p1.csv,1668
2.59,5.94,8.95,49.03,0.98,5.17,1.3,0.8,2.81,1.11,0.32,0.25,20.4,0.1005,0.1472,0.0169,apb_545617248rwp16690620786_______p1.csv,1669
2.1,4.96,7.75,42.08,1.13,13.31,0.84,0.69,7.68,1.04,0.35,0.23,17.33,0.0903,0.1033,0.0071,apb_545830666rwp16710621080_______p1.csv,1671
2.5,7.23,8.24,45.95,0.97,7.39,2.34,0.78,2.8,1.04,0.32,0.26,19.68,0.0779,0.1759,0.0372,apb_546362602rwp16770621530_______p1.csv,1677
2.32,7.07,7.98,43.02,2.97,9.77,1.36,0.6,4.33,0.89,0.26,1.21,17.98,0.0597,0.109,0.0257,apb_546540173rwp16790622026_______p1.csv,1679
2.19,6.94,7.87,40.4,2.02,13.87,0.92,0.63,6.84,0.85,0.28,0.75,16.17,0.0558,0.1025,0.0185,apb_546752087rwp16810622452_______p1.csv,1681
2.44,7.7,7.97,40.71,1.58,13.48,1.57,0.71,5.68,0.89,0.27,0.49,16.17,0.0575,0.1126,0.0166,apb_546750788rwp16810622452_______p1.csv,1681
2.33,7.55,8.1,41.45,1.95,12.29,1.14,0.7,5.09,0.99,0.29,0.69,17.19,0.0656,0.1206,0.0169,apb_546753388rwp16810622452_______p1.csv,1681
2.34,7.79,8.3,42.14,1.57,12.42,1.02,0.6,5.24,1.12,0.31,0.58,16.28,0.0615,0.1124,0.0226,apb_546754688rwp16810622452_______p1.csv,1681
2.09,4.89,7.91,43.61,0.96,11.09,0.99,0.69,6.47,1.05,0.27,0.23,19.43,0.1175,0.1213,0.0267,apb_546771748rwp16820622452_______p1.csv,1682
2.2,4.96,6.41,29.67,0.59,26.11,0.99,0.42,17.58,0.67,0.21,0.2,9.65,0.0175,0.0604,0.0119,apb_547072514rwp16850623050_______p1.csv,1685
2.14,5.81,7.1,40.27,0.79,4.22,1.51,0.43,3.03,0.71,0.13,2.27,31.02,0.0653,0.3994,0.0175,apb_547161089rwp16860623188_______p1.csv,1686
2.53,8.8,8.62,42.98,0.95,5.52,0.69,0.49,7.18,1.04,0.33,0.37,20.32,0.098,0.0222,0.0051,apb_547280881rwp16870623350_______p1.csv,1687
2.73,8.65,9.5,43.29,1,5.24,0.72,0.55,7.49,1.01,0.36,0.39,18.91,0.0648,0.0256,0.0055,apb_547300363rwp16880623350_______p1.csv,1688
2.84,8.16,9.91,45.33,0.99,4.98,0.72,0.56,7.22,0.94,0.3,0.36,17.53,0.0617,0.0229,0.0072,apb_547375300rwp16880623350_______p1.csv,1688
2.75,8.3,9.93,45.16,0.81,3.75,0.57,0.48,7.59,0.98,0.52,0.41,18.63,0.0391,0.0234,0.0032,apb_547397839rwp16890623350_______p1.csv,1689
2.36,6.33,8.31,42.37,1.25,4.55,2.11,0.66,3.12,1.01,0.28,0.35,26.8,0.1448,0.2455,0.0404,apb_547728240rwp16920630100_______p1.csv,1692
2.41,7.22,8.22,41.17,0.98,6.12,2.1,0.65,3.57,0.94,0.25,0.77,25.17,0.0627,0.2363,0.0707,apb_547750602rwp16930630100_______p1.csv,1693
2.44,7.74,8.3,42.58,1.27,7.57,2.06,0.64,4.81,1.01,0.24,0.36,20.58,0.0468,0.195,0.0847,apb_547994989rwp16950630346_______p1.csv,1695
2.31,7.44,7.9,42.69,1.08,6.19,2.27,0.67,3.81,1.04,0.27,0.47,23.41,0.0495,0.2035,0.1225,apb_548017242rwp16960630346_______p1.csv,1696
2.03,6.05,7.5,40.36,1.07,12.86,1.31,0.64,8.22,0.95,0.3,0.26,17.96,0.0759,0.1478,0.0313,apb_548229536rwp16980630766_______p1.csv,1698
